crop,soil_type,nitrogen_kg_per_hectare,phosphorus_kg_per_hectare,potassium_kg_per_hectare,npk_ratio,primary_fertilizer,primary_fertilizer_kg_per_hectare,organic_manure,organic_manure_kg_per_hectare,secondary_nutrients,micronutrients,application_timing,total_cost_per_hectare,expected_yield_increase_percent,season,recommendation_source
bamboo_common,black_cotton,67,50,61,67-50-61,NPK 20-20-20,335,Neem Cake,15000,"S: 17, Ca: 127, Mg: 13","Zn: 4, Fe: 6, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,78855,27,both,Agricultural University Guidelines
bamboo_common,red_yellow,90,54,67,90-54-67,Urea,195,FYM,18000,"S: 13, Ca: 58, Mg: 19","Zn: 5, Fe: 6, Mn: 3, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,45815,15,rabi,Agricultural University Guidelines
bamboo_common,laterite,97,58,61,97-58-61,NPK 19-19-19,510,Vermicompost,19000,"S: 22, Ca: 88, Mg: 27","Zn: 3, Fe: 7, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,93235,30,rabi,Agricultural University Guidelines
bamboo_common,desert,82,42,50,82-42-50,CAN,315,Neem Cake,21000,"S: 23, Ca: 137, Mg: 10","Zn: 4, Fe: 6, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,96559,23,rabi,Agricultural University Guidelines
bamboo_common,mountain,90,46,56,90-46-56,NPK 19-19-19,473,Poultry Manure,16000,"S: 16, Ca: 141, Mg: 15","Zn: 7, Fe: 14, Mn: 5, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,47343,28,kharif,Agricultural University Guidelines
bamboo_common,coastal,82,42,72,82-42-72,NPK 19-19-19,431,Neem Cake,16000,"S: 11, Ca: 104, Mg: 21","Zn: 5, Fe: 10, Mn: 6, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,44334,17,rabi,Agricultural University Guidelines
bamboo_common,hill,82,46,56,82-46-56,DAP,455,Compost,16000,"S: 19, Ca: 129, Mg: 16","Zn: 7, Fe: 8, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,59713,31,perennial,Agricultural University Guidelines
bamboo_common,forest,75,50,56,75-50-56,NPK 20-20-20,375,FYM,11000,"S: 21, Ca: 113, Mg: 15","Zn: 4, Fe: 9, Mn: 5, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,35347,39,perennial,Agricultural University Guidelines
bamboo_giant,alluvial,85,55,67,85-55-67,SSP,343,Neem Cake,13000,"S: 10, Ca: 116, Mg: 26","Zn: 7, Fe: 7, Mn: 6, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,48075,32,both,Agricultural University Guidelines
bamboo_giant,black_cotton,76,66,73,76-66-73,NPK 20-20-20,380,Neem Cake,14000,"S: 13, Ca: 109, Mg: 23","Zn: 3, Fe: 9, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,65877,15,perennial,Agricultural University Guidelines
bamboo_giant,red_yellow,102,71,80,102-71-80,NPK 19-19-19,536,Poultry Manure,16000,"S: 24, Ca: 55, Mg: 26","Zn: 4, Fe: 12, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,82188,16,kharif,Agricultural University Guidelines
bamboo_giant,laterite,110,77,73,110-77-73,CAN,423,Vermicompost,18000,"S: 14, Ca: 57, Mg: 10","Zn: 6, Fe: 11, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,47766,31,both,Agricultural University Guidelines
bamboo_giant,desert,93,55,60,93-55-60,Urea,202,Vermicompost,19000,"S: 15, Ca: 74, Mg: 12","Zn: 5, Fe: 6, Mn: 7, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,73319,21,rabi,Agricultural University Guidelines
bamboo_giant,mountain,102,60,67,102-60-67,NPK 20-20-20,510,Poultry Manure,15000,"S: 21, Ca: 72, Mg: 24","Zn: 3, Fe: 10, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,66274,34,kharif,Agricultural University Guidelines
bamboo_giant,coastal,93,55,87,93-55-87,MOP,145,Poultry Manure,15000,"S: 20, Ca: 141, Mg: 21","Zn: 4, Fe: 9, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,63023,33,perennial,Agricultural University Guidelines
bamboo_giant,hill,93,60,67,93-60-67,CAN,357,Compost,15000,"S: 19, Ca: 71, Mg: 18","Zn: 7, Fe: 12, Mn: 5, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,67910,32,perennial,Agricultural University Guidelines
bamboo_giant,forest,85,66,67,85-66-67,DAP,472,Neem Cake,10000,"S: 13, Ca: 86, Mg: 22","Zn: 3, Fe: 10, Mn: 6, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,49390,19,both,Agricultural University Guidelines
bamboo_female,alluvial,82,51,53,82-51-53,NPK 20-20-20,410,Compost,14000,"S: 12, Ca: 81, Mg: 28","Zn: 6, Fe: 9, Mn: 7, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,51501,23,kharif,Agricultural University Guidelines
bamboo_female,black_cotton,73,61,58,73-61-58,MOP,96,Poultry Manure,15000,"S: 21, Ca: 97, Mg: 12","Zn: 5, Fe: 7, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,63563,37,rabi,Agricultural University Guidelines
bamboo_female,red_yellow,98,66,63,98-66-63,NPK 19-19-19,515,Poultry Manure,18000,"S: 21, Ca: 59, Mg: 11","Zn: 5, Fe: 5, Mn: 6, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,52607,36,kharif,Agricultural University Guidelines
bamboo_female,laterite,106,71,58,106-71-58,SSP,443,Vermicompost,19000,"S: 13, Ca: 130, Mg: 29","Zn: 7, Fe: 9, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,92154,27,rabi,Agricultural University Guidelines
bamboo_female,desert,90,51,47,90-51-47,SSP,318,Poultry Manure,21000,"S: 21, Ca: 146, Mg: 29","Zn: 4, Fe: 12, Mn: 6, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,88161,35,kharif,Agricultural University Guidelines
bamboo_female,mountain,98,56,53,98-56-53,MOP,88,Neem Cake,16000,"S: 18, Ca: 85, Mg: 23","Zn: 7, Fe: 6, Mn: 7, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,48070,19,rabi,Agricultural University Guidelines
bamboo_female,coastal,90,51,68,90-51-68,SSP,318,Compost,16000,"S: 17, Ca: 148, Mg: 18","Zn: 5, Fe: 8, Mn: 7, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,55715,38,kharif,Agricultural University Guidelines
bamboo_female,hill,90,56,53,90-56-53,MOP,88,Vermicompost,16000,"S: 14, Ca: 71, Mg: 10","Zn: 6, Fe: 6, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,56339,29,rabi,Agricultural University Guidelines
bamboo_female,forest,82,61,53,82-61-53,NPK 19-19-19,431,FYM,11000,"S: 23, Ca: 121, Mg: 23","Zn: 5, Fe: 12, Mn: 5, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,52153,18,kharif,Agricultural University Guidelines
eucalyptus,alluvial,68,66,64,68-66-64,NPK 19-19-19,357,Vermicompost,10000,"S: 12, Ca: 84, Mg: 20","Zn: 5, Fe: 12, Mn: 7, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,46918,15,perennial,Agricultural University Guidelines
eucalyptus,black_cotton,61,79,70,61-79-70,NPK 20-20-20,305,Poultry Manure,11000,"S: 13, Ca: 57, Mg: 20","Zn: 5, Fe: 8, Mn: 7, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,42368,33,perennial,Agricultural University Guidelines
eucalyptus,red_yellow,81,85,76,81-85-76,MOP,126,Poultry Manure,13000,"S: 18, Ca: 61, Mg: 27","Zn: 4, Fe: 6, Mn: 3, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,46708,33,kharif,Agricultural University Guidelines
eucalyptus,laterite,88,92,70,88-92-70,NPK 20-20-20,440,Poultry Manure,14000,"S: 16, Ca: 86, Mg: 22","Zn: 5, Fe: 8, Mn: 3, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,62114,31,perennial,Agricultural University Guidelines
eucalyptus,desert,74,66,57,74-66-57,NPK 20-20-20,370,Poultry Manure,15000,"S: 11, Ca: 55, Mg: 28","Zn: 7, Fe: 9, Mn: 5, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,53475,24,both,Agricultural University Guidelines
eucalyptus,mountain,81,72,64,81-72-64,CAN,311,Compost,12000,"S: 23, Ca: 77, Mg: 15","Zn: 7, Fe: 9, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,59448,39,kharif,Agricultural University Guidelines
eucalyptus,coastal,74,66,83,74-66-83,CAN,284,Neem Cake,12000,"S: 24, Ca: 58, Mg: 14","Zn: 5, Fe: 14, Mn: 6, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,47289,20,both,Agricultural University Guidelines
eucalyptus,hill,74,72,64,74-72-64,SSP,450,Poultry Manure,12000,"S: 10, Ca: 89, Mg: 19","Zn: 6, Fe: 7, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,69350,15,rabi,Agricultural University Guidelines
eucalyptus,forest,68,79,64,68-79-64,SSP,493,Neem Cake,8000,"S: 22, Ca: 70, Mg: 12","Zn: 3, Fe: 12, Mn: 5, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,43125,16,both,Agricultural University Guidelines
teak,alluvial,95,52,67,95-52-67,Urea,206,FYM,13000,"S: 23, Ca: 89, Mg: 27","Zn: 5, Fe: 11, Mn: 5, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,43012,35,perennial,Agricultural University Guidelines
teak,black_cotton,85,62,73,85-62-73,CAN,326,FYM,14000,"S: 23, Ca: 68, Mg: 21","Zn: 4, Fe: 12, Mn: 6, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,64204,27,rabi,Agricultural University Guidelines
teak,red_yellow,114,67,80,114-67-80,NPK 19-19-19,600,Poultry Manure,16000,"S: 13, Ca: 55, Mg: 21","Zn: 7, Fe: 9, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,78807,27,both,Agricultural University Guidelines
teak,laterite,123,72,73,123-72-73,MOP,121,Vermicompost,18000,"S: 24, Ca: 94, Mg: 20","Zn: 5, Fe: 5, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,57044,28,perennial,Agricultural University Guidelines
teak,desert,104,52,60,104-52-60,DAP,577,Compost,19000,"S: 22, Ca: 57, Mg: 10","Zn: 4, Fe: 9, Mn: 3, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,51889,19,perennial,Agricultural University Guidelines
teak,mountain,114,57,67,114-57-67,DAP,633,Vermicompost,15000,"S: 23, Ca: 109, Mg: 25","Zn: 4, Fe: 7, Mn: 3, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,87330,39,both,Agricultural University Guidelines
teak,coastal,104,52,87,104-52-87,NPK 20-20-20,520,Compost,15000,"S: 12, Ca: 108, Mg: 26","Zn: 5, Fe: 13, Mn: 6, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,42201,18,both,Agricultural University Guidelines
teak,hill,104,57,67,104-57-67,SSP,356,Compost,15000,"S: 21, Ca: 71, Mg: 22","Zn: 6, Fe: 9, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,78089,30,both,Agricultural University Guidelines
teak,forest,95,62,67,95-62-67,MOP,111,Compost,10000,"S: 11, Ca: 108, Mg: 26","Zn: 6, Fe: 13, Mn: 7, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,27694,18,kharif,Agricultural University Guidelines
sal,alluvial,72,51,48,72-51-48,MOP,80,FYM,9000,"S: 13, Ca: 108, Mg: 25","Zn: 3, Fe: 9, Mn: 6, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,38674,34,perennial,Agricultural University Guidelines
sal,black_cotton,64,61,52,64-61-52,Urea,139,Vermicompost,9000,"S: 13, Ca: 120, Mg: 22","Zn: 7, Fe: 14, Mn: 6, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,39890,36,perennial,Agricultural University Guidelines
sal,red_yellow,86,66,57,86-66-57,MOP,95,FYM,11000,"S: 10, Ca: 119, Mg: 13","Zn: 3, Fe: 5, Mn: 6, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,56942,36,rabi,Agricultural University Guidelines
sal,laterite,93,71,52,93-71-52,SSP,443,Neem Cake,12000,"S: 12, Ca: 69, Mg: 23","Zn: 6, Fe: 12, Mn: 3, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,37961,37,kharif,Agricultural University Guidelines
sal,desert,79,51,43,79-51-43,CAN,303,Poultry Manure,13000,"S: 11, Ca: 59, Mg: 27","Zn: 4, Fe: 5, Mn: 7, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,55124,23,perennial,Agricultural University Guidelines
sal,mountain,86,56,48,86-56-48,SSP,350,Compost,10000,"S: 12, Ca: 73, Mg: 23","Zn: 7, Fe: 13, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,46708,16,both,Agricultural University Guidelines
sal,coastal,79,51,62,79-51-62,NPK 20-20-20,395,Neem Cake,10000,"S: 18, Ca: 104, Mg: 22","Zn: 6, Fe: 5, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,61214,32,both,Agricultural University Guidelines
sal,hill,79,56,48,79-56-48,NPK 19-19-19,415,FYM,10000,"S: 24, Ca: 72, Mg: 27","Zn: 3, Fe: 6, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,53992,20,rabi,Agricultural University Guidelines
sal,forest,72,61,48,72-61-48,Urea,156,FYM,7000,"S: 22, Ca: 62, Mg: 28","Zn: 6, Fe: 9, Mn: 6, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,22356,39,perennial,Agricultural University Guidelines
sandalwood,alluvial,84,40,70,84-40-70,Urea,182,Compost,16000,"S: 18, Ca: 147, Mg: 20","Zn: 7, Fe: 6, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,80796,16,rabi,Agricultural University Guidelines
sandalwood,black_cotton,75,48,77,75-48-77,Urea,163,FYM,17000,"S: 10, Ca: 143, Mg: 16","Zn: 5, Fe: 5, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,74315,20,both,Agricultural University Guidelines
sandalwood,red_yellow,100,52,84,100-52-84,NPK 19-19-19,526,FYM,20000,"S: 19, Ca: 109, Mg: 28","Zn: 4, Fe: 6, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,61399,15,perennial,Agricultural University Guidelines
sandalwood,laterite,109,56,77,109-56-77,CAN,419,Compost,22000,"S: 22, Ca: 145, Mg: 20","Zn: 5, Fe: 12, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,83709,19,rabi,Agricultural University Guidelines
sandalwood,desert,92,40,63,92-40-63,DAP,511,Neem Cake,24000,"S: 23, Ca: 88, Mg: 24","Zn: 7, Fe: 14, Mn: 5, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,119659,20,perennial,Agricultural University Guidelines
sandalwood,mountain,100,44,70,100-44-70,SSP,275,Vermicompost,19000,"S: 13, Ca: 71, Mg: 15","Zn: 5, Fe: 12, Mn: 5, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,68997,37,rabi,Agricultural University Guidelines
sandalwood,coastal,92,40,91,92-40-91,DAP,511,Compost,19000,"S: 17, Ca: 82, Mg: 26","Zn: 3, Fe: 11, Mn: 6, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,50824,27,both,Agricultural University Guidelines
sandalwood,hill,92,44,70,92-44-70,CAN,353,FYM,19000,"S: 13, Ca: 65, Mg: 28","Zn: 6, Fe: 8, Mn: 6, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,79092,29,kharif,Agricultural University Guidelines
sandalwood,forest,84,48,70,84-48-70,NPK 20-20-20,420,FYM,12000,"S: 24, Ca: 91, Mg: 18","Zn: 7, Fe: 7, Mn: 5, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,53342,36,kharif,Agricultural University Guidelines
rosewood,alluvial,129,82,115,129-82-115,NPK 20-20-20,645,Neem Cake,17000,"S: 17, Ca: 79, Mg: 25","Zn: 4, Fe: 6, Mn: 3, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,85837,18,both,Agricultural University Guidelines
rosewood,black_cotton,116,98,126,116-98-126,MOP,210,FYM,18000,"S: 14, Ca: 148, Mg: 11","Zn: 4, Fe: 12, Mn: 5, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,57653,25,both,Agricultural University Guidelines
rosewood,red_yellow,154,106,138,154-106-138,MOP,230,Compost,22000,"S: 13, Ca: 74, Mg: 25","Zn: 7, Fe: 10, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,101373,37,perennial,Agricultural University Guidelines
rosewood,laterite,167,114,126,167-114-126,SSP,712,Compost,23000,"S: 13, Ca: 90, Mg: 11","Zn: 6, Fe: 14, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,94015,20,perennial,Agricultural University Guidelines
rosewood,desert,141,82,103,141-82-103,DAP,783,Neem Cake,25000,"S: 24, Ca: 116, Mg: 22","Zn: 7, Fe: 10, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,150452,31,rabi,Agricultural University Guidelines
rosewood,mountain,154,90,115,154-90-115,NPK 19-19-19,810,Neem Cake,20000,"S: 23, Ca: 136, Mg: 17","Zn: 4, Fe: 7, Mn: 6, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,58518,38,perennial,Agricultural University Guidelines
rosewood,coastal,141,82,149,141-82-149,Urea,306,Vermicompost,20000,"S: 10, Ca: 121, Mg: 29","Zn: 4, Fe: 7, Mn: 7, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,64789,34,rabi,Agricultural University Guidelines
rosewood,hill,141,90,115,141-90-115,MOP,191,Compost,20000,"S: 23, Ca: 57, Mg: 25","Zn: 4, Fe: 12, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,54097,30,both,Agricultural University Guidelines
rosewood,forest,129,98,115,129-98-115,MOP,191,Vermicompost,13000,"S: 24, Ca: 91, Mg: 17","Zn: 5, Fe: 14, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,38913,22,both,Agricultural University Guidelines
pine,alluvial,104,53,45,104-53-45,Urea,226,Compost,10000,"S: 12, Ca: 108, Mg: 21","Zn: 5, Fe: 13, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,27333,20,both,Agricultural University Guidelines
pine,black_cotton,93,63,49,93-63-49,SSP,393,Neem Cake,11000,"S: 24, Ca: 136, Mg: 20","Zn: 6, Fe: 11, Mn: 6, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,62161,30,both,Agricultural University Guidelines
pine,red_yellow,124,68,54,124-68-54,NPK 19-19-19,652,FYM,13000,"S: 22, Ca: 125, Mg: 10","Zn: 4, Fe: 6, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,84857,26,both,Agricultural University Guidelines
pine,laterite,135,74,49,135-74-49,Urea,293,Vermicompost,14000,"S: 18, Ca: 51, Mg: 21","Zn: 5, Fe: 12, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,58708,23,both,Agricultural University Guidelines
pine,desert,114,53,40,114-53-40,MOP,66,FYM,15000,"S: 23, Ca: 149, Mg: 10","Zn: 6, Fe: 12, Mn: 5, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,35170,18,both,Agricultural University Guidelines
pine,mountain,124,58,45,124-58-45,SSP,362,Compost,12000,"S: 22, Ca: 60, Mg: 25","Zn: 5, Fe: 9, Mn: 7, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,44535,34,kharif,Agricultural University Guidelines
pine,coastal,114,53,58,114-53-58,CAN,438,Neem Cake,12000,"S: 14, Ca: 70, Mg: 22","Zn: 5, Fe: 6, Mn: 7, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,36326,16,both,Agricultural University Guidelines
pine,hill,114,58,45,114-58-45,NPK 20-20-20,570,Poultry Manure,12000,"S: 24, Ca: 88, Mg: 16","Zn: 5, Fe: 13, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,68370,23,perennial,Agricultural University Guidelines
pine,forest,104,63,45,104-63-45,DAP,577,Poultry Manure,8000,"S: 21, Ca: 70, Mg: 15","Zn: 6, Fe: 7, Mn: 3, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,46635,29,rabi,Agricultural University Guidelines
deodar_cedar,alluvial,90,67,85,90-67-85,MOP,141,Neem Cake,13000,"S: 18, Ca: 78, Mg: 13","Zn: 7, Fe: 11, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,50644,31,kharif,Agricultural University Guidelines
deodar_cedar,black_cotton,81,80,93,81-80-93,CAN,311,Poultry Manure,14000,"S: 11, Ca: 113, Mg: 27","Zn: 7, Fe: 6, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,41867,28,kharif,Agricultural University Guidelines
deodar_cedar,red_yellow,108,87,102,108-87-102,DAP,600,Compost,16000,"S: 17, Ca: 92, Mg: 28","Zn: 4, Fe: 9, Mn: 4, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,83058,20,perennial,Agricultural University Guidelines
deodar_cedar,laterite,117,93,93,117-93-93,MOP,155,FYM,18000,"S: 16, Ca: 114, Mg: 18","Zn: 3, Fe: 12, Mn: 3, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,76033,36,rabi,Agricultural University Guidelines
deodar_cedar,desert,99,67,76,99-67-76,MOP,126,FYM,19000,"S: 12, Ca: 51, Mg: 10","Zn: 4, Fe: 14, Mn: 3, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,91620,28,rabi,Agricultural University Guidelines
deodar_cedar,mountain,108,73,85,108-73-85,SSP,456,Compost,15000,"S: 15, Ca: 125, Mg: 28","Zn: 3, Fe: 13, Mn: 3, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,38826,23,perennial,Agricultural University Guidelines
deodar_cedar,coastal,99,67,110,99-67-110,Urea,215,Vermicompost,15000,"S: 13, Ca: 64, Mg: 15","Zn: 5, Fe: 12, Mn: 4, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,53619,27,kharif,Agricultural University Guidelines
deodar_cedar,hill,99,73,85,99-73-85,DAP,550,Neem Cake,15000,"S: 12, Ca: 114, Mg: 21","Zn: 7, Fe: 6, Mn: 7, B: 2",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,66606,18,both,Agricultural University Guidelines
deodar_cedar,forest,90,80,85,90-80-85,SSP,500,FYM,10000,"S: 17, Ca: 136, Mg: 27","Zn: 3, Fe: 10, Mn: 7, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,43102,17,kharif,Agricultural University Guidelines
mango_timber,alluvial,74,89,87,74-89-87,MOP,145,Compost,27000,"S: 10, Ca: 77, Mg: 12","Zn: 4, Fe: 8, Mn: 5, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,66935,18,both,Agricultural University Guidelines
mango_timber,black_cotton,66,106,95,66-106-95,CAN,253,Compost,29000,"S: 24, Ca: 139, Mg: 10","Zn: 5, Fe: 13, Mn: 5, B: 1",Basal: 50% N + 100% P&K; Top dressing: 25% N at 30 DAS + 25% N at 60 DAS,116174,36,kharif,Agricultural University Guidelines
